,fuel,test_year,age,y_mean,y_lower,y_upper,n
306,car_diesel,2017,15,220410.3877346033,220121.51988400146,220699.25558520516,63309
307,car_diesel,2017,16,224749.1314368136,224331.133729931,225167.1291436962,34145
308,car_diesel,2017,17,230899.7961704682,230287.870950033,231511.72139090343,17493
309,car_diesel,2017,18,236093.33393249975,235268.6014745884,236918.0663904111,10637
310,car_diesel,2017,19,236950.82483775014,235976.9211411108,237924.7285343895,7396
311,car_diesel,2017,20,237793.44307967604,236639.7316414098,238947.15451794228,5309
312,car_diesel,2017,21,243221.14968937877,241856.61851600424,244585.6808627533,3992
313,car_diesel,2017,22,247098.54863473444,245441.3476674821,248755.74960198678,3069
314,car_diesel,2017,23,248666.0226582279,246686.42171168723,250645.6236047686,2212
315,car_diesel,2018,3,57249.83645541352,57179.37315493551,57320.29975589153,214482
316,car_diesel,2018,4,74393.6994471631,74305.9811778113,74481.4177165149,198015
317,car_diesel,2018,5,90988.64052684845,90887.43930141348,91089.84175228342,191687
318,car_diesel,2018,6,109362.2066136875,109243.75054270409,109480.6626846709,184475
319,car_diesel,2018,7,126696.23216664494,126562.54625022947,126829.91808306042,176291
320,car_diesel,2018,8,139195.85556252024,139053.4607017503,139338.25042329018,169745
321,car_diesel,2018,9,152042.404429124,151887.2420246891,152197.5668335589,156146
322,car_diesel,2018,10,168873.54062425543,168706.68553538536,169040.3957131255,146895
323,car_diesel,2018,11,181221.85209947554,181045.9307978735,181397.77340107757,135953
324,car_diesel,2018,12,190873.8020618178,190683.97641387986,191063.62770975576,117086
325,car_diesel,2018,13,200124.47294314828,199908.65146142134,200340.29442487523,97253
326,car_diesel,2018,14,206720.35067795945,206472.47988674868,206968.2214691702,76037
327,car_diesel,2018,15,217031.5323163799,216718.2852536157,217344.77937914408,53303
328,car_diesel,2018,16,223614.13349792635,223291.85467178468,223936.41232406802,53769
329,car_diesel,2018,17,227051.84894671314,226575.37745167958,227528.3204417467,28112
330,car_diesel,2018,18,231689.85683718644,231004.10492631898,232375.6087480539,14231
331,car_diesel,2018,19,237028.15008365287,236115.40546225588,237940.89470504987,8607
332,car_diesel,2018,20,237413.30350016413,236315.04645172457,238511.56054860368,6094
333,car_diesel,2018,21,240038.13003561884,238771.77713796662,241304.48293327107,4492
334,car_diesel,2018,22,246111.75306015692,244596.97242700306,247626.53369331078,3441
335,car_diesel,2018,23,248680.84261978362,246844.18380966203,250517.5014299052,2588
336,car_diesel,2018,24,249588.84424097667,247413.69829991346,251763.99018203988,1884
337,car_diesel,2019,3,55842.398001817426,55773.839919547034,55910.95608408782,215691
338,car_diesel,2019,4,73706.02854866862,73618.99268720308,73793.06441013416,201105
339,car_diesel,2019,5,89624.834632838,89524.78628902859,89724.88297664741,193130
340,car_diesel,2019,6,105962.06098949724,105849.02654911281,106075.09542988168,187570
341,car_diesel,2019,7,123402.3289914272,123273.00203350428,123531.65594935013,179521
342,car_diesel,2019,8,139690.2011791718,139547.95966710278,139832.4426912408,170730
343,car_diesel,2019,9,151421.55239273226,151271.63432238926,151571.47046307527,164122
344,car_diesel,2019,10,163220.06547635174,163056.3395482961,163383.79140440738,149165
345,car_diesel,2019,11,178579.80674703722,178404.46893158267,178755.14456249177,137032
346,car_diesel,2019,12,189851.27702289214,189664.5643277428,190037.9897180415,123536
347,car_diesel,2019,13,198594.8065182722,198387.52136713275,198802.09166941166,102834
348,car_diesel,2019,14,206619.43480154165,206381.37556840066,206857.49403468263,82511
349,car_diesel,2019,15,211997.4352252766,211716.79164278225,212278.07880777094,61369
350,car_diesel,2019,16,220551.8733203564,220190.9818834122,220912.76475730058,41869
