fuel,reg_year,age,emissions,std_error,n
car_petrol,2005,14,44.499452178398066,0.07952079380306654,48496
car_petrol,2005,15,46.286298465538856,0.08464963188356635,45799
car_petrol,2005,16,48.11172287833281,0.08492066870193027,48477
car_petrol,2005,17,50.017992011198714,0.08747793614913767,48728
car_petrol,2005,18,51.933056344795006,0.09135912734607064,47839
car_petrol,2005,19,52.92533217702722,0.11416654818258125,33094
car_petrol,2006,0,7.069837057097314,0.004754370551038759,72262
car_petrol,2006,1,10.303243122238483,0.009932562253233867,72262
car_petrol,2006,2,13.53664918737965,0.01647345084007636,72262
car_petrol,2006,3,16.792620808136842,0.023343423088655384,72262
car_petrol,2006,4,19.632015869747637,0.02843792774971899,70796
car_petrol,2006,5,22.336738481206577,0.03276861337650251,70829
car_petrol,2006,6,24.990694026189463,0.037062662873279535,70680
car_petrol,2006,7,27.52002134003246,0.04096612007214178,70685
car_petrol,2006,8,29.998249619357264,0.044770146616645946,70484
car_petrol,2006,9,32.42508603653829,0.04838676244478868,70263
car_petrol,2006,10,34.769504905758716,0.05213955955748376,69352
car_petrol,2006,11,37.219233418260266,0.05832945812136121,62213
car_petrol,2006,12,39.28457875662086,0.0583751578043406,69291
car_petrol,2006,13,41.44769704876735,0.06159716723307251,68573
car_petrol,2006,14,43.216085060313326,0.06566493879496739,64739
car_petrol,2006,15,45.062570236479,0.06642106951307766,68453
car_petrol,2006,16,47.01817805458316,0.06855555578679555,68865
car_petrol,2006,17,48.9816577245082,0.07214802228148247,67338
car_petrol,2006,18,50.03992980306794,0.08901453680790435,47152
