,fuel,reg_year,test_year,y_mean,y_lower,y_upper,n
269,car_petrol,2016,2020,9309.998334597567,9296.047701472757,9323.948967722377,195112
270,car_petrol,2016,2021,8315.49833567416,8301.974020683443,8329.022650664876,199360
271,car_petrol,2016,2022,9759.07315823049,9715.10484403075,9803.041472430232,199083
272,car_petrol,2016,2023,9880.411733735029,9865.433295132047,9895.390172338011,195174
273,car_petrol,2016,2024,9807.016404931655,9783.928162841332,9830.104647021979,155972
274,car_petrol,2017,2020,11016.937987108551,11001.886455513306,11031.989518703796,161037
275,car_petrol,2017,2021,8344.782056294527,8329.32614395695,8360.237968632104,157351
276,car_petrol,2017,2022,10134.783120604523,10117.70559266171,10151.860648547336,156553
277,car_petrol,2017,2023,10361.17725502684,10343.843717473525,10378.510792580155,153874
278,car_petrol,2017,2024,10232.103592032345,10212.436531518813,10251.770652545876,121441
279,car_petrol,2018,2021,10602.3832269517,10589.599275174041,10615.16717872936,211252
280,car_petrol,2018,2022,10481.470224102504,10458.675532068517,10504.264916136492,206825
281,car_petrol,2018,2023,10846.795218511019,10831.3571357465,10862.233301275537,203857
282,car_petrol,2018,2024,10905.967368726911,10886.966887115605,10924.967850338218,168637
283,car_petrol,2019,2022,10540.357870729556,10527.204873227141,10553.510868231971,218859
284,car_petrol,2019,2023,11124.922539342153,11109.152608624934,11140.692470059372,212177
285,car_petrol,2019,2024,11215.357018258122,11197.687418753118,11233.026617763127,175374
286,car_petrol,2020,2023,11131.658794572731,11117.823388050918,11145.494201094545,212630
287,car_petrol,2020,2024,11451.884290131591,11433.613096457295,11470.155483805887,170757
288,car_petrol,2021,2024,12352.336239791395,12336.61627895528,12368.05620062751,206321
